Country,Date,Log_DMSP,Log_GDP,Log_ELEC,Log_Population,Log_CO2,Log_N2O,Log_CH4,Log_F-gases,Poverty,REGION,SUBREGION
BGR,1994,6.94,2.27,3.41,15.95,17.81,,,5.40,,150,151
BHR,1994,6.02,1.72,1.41,13.22,16.59,,,5.81,,142,145
BHS,1994,4.48,1.18,0.11,12.53,14.34,,,4.79,,19,29
BIH,1994,1.94,0.23,1.27,15.20,14.99,,,6.11,,150,39
BLM,1994,3.89,,,,,,,,,19,29
BLR,1994,7.40,2.70,3.39,16.14,18.00,,,10.63,,150,151
BLZ,1994,1.99,-0.54,-1.82,12.21,12.83,,,3.69,,19,13
BMU,1994,3.20,0.62,-0.78,10.99,13.07,,,1.36,,19,21
BOL,1994,7.36,1.79,0.86,15.82,16.01,,,11.66,,19,5
BRA,1994,10.42,6.30,5.51,18.89,19.31,,,13.47,,19,5
BRB,1994,4.82,0.77,-0.70,12.48,13.53,,,,,19,29
BRN,1994,4.97,1.41,0.42,12.57,15.43,,,9.22,,142,35
BTN,1994,,-1.31,-2.40,13.14,12.27,,,,,142,34
BVT,1994,,,,,,,,,,0,0
BWA,1994,5.22,1.45,0.25,14.25,15.07,,,5.99,,2,18
CAF,1994,3.57,-0.16,-2.39,15.00,12.37,,,10.73,,2,17
CAN,1994,10.83,6.36,6.13,17.19,19.94,,,12.04,,19,21
CCK,1994,,,,,,,,,,0,0
CHE,1994,8.24,5.68,3.88,15.76,17.54,,,7.94,,150,155
CHL,1994,8.02,4.01,3.06,16.45,17.46,,,6.32,,19,5
CHN,1994,10.75,6.33,6.71,20.90,21.84,,,11.32,,142,30
CIV,1994,5.85,2.12,0.70,16.45,15.47,,,11.63,,2,11
CMR,1994,5.39,2.22,0.80,16.42,15.16,,,10.92,,2,17
COD,1994,6.42,1.76,1.39,17.52,14.72,,,13.88,,2,17
COG,1994,5.16,0.57,-1.05,14.79,14.58,,,10.71,,2,17
COK,1994,,,-4.27,,,,,,,9,61
COL,1994,8.75,4.40,3.47,17.42,18.03,,,10.60,,19,5
COM,1994,,-1.68,-4.27,13.05,11.25,,,-5.52,,2,14
CPV,1994,3.20,-0.90,-2.66,12.84,11.61,,,,,2,11
CRI,1994,6.73,2.36,1.56,15.05,15.48,,,3.72,,19,13
CUB,1994,6.01,3.35,2.22,16.20,17.29,,,8.31,,19,29
CXR,1994,,,,,,,,,,0,0
CYM,1994,3.33,,-1.39,10.31,12.81,,,1.39,,19,29
CYP,1994,6.47,2.00,0.87,13.64,15.54,,,1.93,,142,145
CZE,1994,8.33,3.86,3.92,16.15,18.65,,,6.26,,150,151
DEU,1994,10.23,7.70,6.16,18.22,20.58,,,10.77,,150,155
DJI,1994,2.81,-0.71,-1.84,13.38,12.91,,,4.14,,2,14
DMA,1994,,-1.53,-3.48,11.18,11.15,,,1.36,,19,29
DNK,1994,7.87,5.05,3.45,15.47,17.93,,,8.06,,150,154
DOM,1994,6.56,2.67,1.17,15.86,16.34,,,6.40,,19,29
DZA,1994,8.80,3.75,2.66,17.16,18.28,,,4.96,,2,15
ECU,1994,7.69,3.12,1.80,16.23,16.43,,,6.70,,19,5
EGY,1994,9.47,3.95,3.81,17.93,18.26,,,7.64,,2,15
ERI,1994,3.62,-0.63,-2.03,14.96,12.32,,,,,2,14
ESH,1994,3.93,,-2.60,,,,,,,2,15
ESP,1994,10.07,6.27,4.94,17.49,19.27,,,8.77,,150,39
EST,1994,5.56,,1.78,14.20,16.72,,,9.46,,150,154
ETH,1994,5.16,1.94,0.25,17.83,14.90,,,5.96,,2,14
FIN,1994,9.08,4.64,4.20,15.44,17.86,,,6.56,,150,154
FJI,1994,2.78,0.60,-0.71,13.55,13.61,,,4.38,,9,54
FLK,1994,,,-4.68,,,,,,,19,5
FRA,1994,10.38,7.25,5.90,17.90,19.64,,,9.58,,150,155
FRO,1994,2.72,,-1.85,10.71,13.28,,,2.35,,150,154
FSM,1994,,-1.60,,11.57,,,,,,9,57
GAB,1994,6.10,1.43,-0.20,13.87,15.02,,,8.21,,2,17
GBR,1994,10.57,7.03,5.66,17.87,20.12,,,9.74,,150,154
GEO,1994,4.93,0.92,2.04,15.40,15.62,,,5.33,,142,145
GGY,1994,4.02,,,,,,,,,150,154
GHA,1994,6.56,1.69,1.72,16.61,15.44,,,9.34,,2,11
GIB,1994,2.04,,-2.56,,,,,,,150,39
GIN,1994,3.64,1.22,-0.75,15.84,14.02,,,10.67,62.6,2,11
GLP,1994,5.18,,-0.09,,,,,,,19,29
GMB,1994,3.12,-0.29,-2.75,13.85,12.25,,,4.38,,2,11
GNB,1994,1.36,-1.45,-3.15,13.96,12.54,,,3.00,,2,11
GNQ,1994,4.04,-2.29,-4.09,12.98,10.51,,,2.08,,2,17
GRC,1994,8.10,4.76,3.56,16.17,18.17,,,7.77,,150,39
GRD,1994,1.07,-1.34,-2.81,11.51,11.87,,,0.66,,19,29
GRL,1994,0.67,0.01,-1.50,10.92,13.13,,,,,19,21
GTM,1994,6.14,2.56,1.00,16.13,15.74,,,8.37,,19,13
GUF,1994,4.18,,-0.94,,,,,,,19,5
GUM,1994,5.66,,0.44,11.87,,,,1.39,,9,57
GUY,1994,3.99,-0.61,-1.35,13.49,14.15,,,9.28,,19,5
HKG,1994,6.69,4.91,3.14,15.61,17.26,,,5.34,,142,30
HMD,1994,,,,,,,,,,0,0
HND,1994,5.75,1.23,0.36,15.51,15.02,,,8.65,,19,13
HRV,1994,6.88,,2.31,15.35,16.64,,,5.64,,150,39
HTI,1994,4.15,0.75,-1.28,15.85,12.61,,,1.36,,19,29
HUN,1994,7.82,3.76,3.39,16.15,17.89,,,7.01,,150,151
IDN,1994,8.83,5.18,3.94,19.08,19.22,,,14.18,,142,35
IMN,1994,3.78,,,11.18,,,,,,150,154
IND,1994,10.17,5.81,5.70,20.66,20.58,,,10.69,,142,34
IOT,1994,2.53,,,,,,,,,0,0
IRL,1994,7.24,4.04,2.66,15.09,17.30,,,9.22,,150,154
IRN,1994,9.83,4.21,4.18,17.90,19.40,,,7.80,,142,34
IRQ,1994,8.38,,3.23,16.79,18.13,,,8.10,,142,145
ISL,1994,6.43,1.87,1.50,12.49,14.51,,,9.78,,150,154
ISR,1994,8.39,4.31,3.23,15.50,17.70,,,6.95,,142,145
ITA,1994,10.52,7.00,5.47,17.86,19.83,,,8.51,,150,39
JAM,1994,6.21,1.60,1.39,14.72,15.97,,,4.46,22.8,19,29
JEY,1994,3.92,,,,,,,,,150,154
JOR,1994,7.10,1.83,1.50,15.22,16.43,,,-4.05,,142,145
JPN,1994,10.86,8.49,6.76,18.64,20.88,,,10.91,,142,30
KAZ,1994,8.52,3.06,4.09,16.59,19.11,,,8.97,,142,143
KEN,1994,6.15,1.97,1.20,17.10,15.70,,,7.80,,2,14
KGZ,1994,6.26,0.52,2.10,15.32,15.62,,,6.13,,142,143
KHM,1994,3.40,1.03,-1.79,16.15,13.20,,,,,142,35
KIR,1994,,-2.88,-5.03,11.25,10.00,,,1.39,,9,57
KNA,1994,3.08,-1.51,-2.73,10.65,11.39,,,-3.35,,19,29
KOR,1994,9.44,6.13,5.10,17.61,19.66,,,8.94,,142,30
KWT,1994,7.98,3.21,2.97,,,,,6.17,,142,145
LAO,1994,4.14,0.43,-1.54,15.37,12.61,,,9.69,,142,35
LBN,1994,6.55,2.26,1.43,14.91,16.36,,,1.08,,142,145
LBR,1994,,-2.02,-1.35,14.52,12.67,,,5.11,,2,11
LBY,1994,8.38,3.35,2.63,15.38,17.60,,,5.24,,2,15
LCA,1994,3.80,-0.66,-1.85,11.89,12.48,,,,,19,29
LIE,1994,3.73,0.67,,10.32,,,,,,150,155
LKA,1994,6.31,2.46,1.27,16.70,15.53,,,6.77,,142,34
LSO,1994,3.80,-0.28,-1.17,14.36,,,,3.87,66.6,2,18
LTU,1994,6.33,1.94,2.13,15.11,16.67,,,8.69,,150,154
LUX,1994,6.18,2.91,1.55,12.91,16.14,,,2.41,,150,155
LVA,1994,5.90,1.62,1.59,14.74,16.24,,,8.50,,150,154
MAC,1994,1.90,1.77,0.21,12.88,14.07,,,,,142,30
MAF,1994,3.69,,,10.41,,,,,,19,29
MAR,1994,7.71,3.53,2.34,17.10,17.20,,,2.86,,2,15
MCO,1994,2.54,1.00,,10.32,,,,,,150,155
MDA,1994,5.76,0.53,,15.12,16.31,,,3.10,,150,151
MDG,1994,4.33,1.09,-0.61,16.38,14.09,,,9.88,,2,14
MDV,1994,,-1.03,-3.22,12.41,12.30,,,1.36,,142,34
MEX,1994,10.12,6.27,4.79,18.34,19.67,,,10.71,,19,13
MHL,1994,,-2.22,,10.83,11.10,,,,,9,57
MKD,1994,5.84,1.22,1.61,14.49,16.16,,,4.16,,150,39
MLI,1994,4.63,0.57,-1.36,16.05,13.04,,,9.49,,2,11
MLT,1994,5.63,1.10,0.27,12.82,14.71,,,1.41,,150,39
MMR,1994,5.79,,0.79,17.60,15.65,,,13.45,,142,35
MNE,1994,4.23,,,13.32,,,,,,150,39
MNG,1994,5.08,-0.08,0.78,14.64,15.89,,,10.43,,142,30
MNP,1994,4.35,,,10.91,,,,,,9,57
MOZ,1994,5.34,0.77,-0.11,16.55,13.88,,,9.68,,2,14
MRT,1994,4.39,0.27,-2.02,14.63,14.95,,,4.79,,2,11
MSR,1994,,,-4.27,,,,,,,19,29
MTQ,1994,5.11,,-0.24,,,,,,,19,29
MUS,1994,5.13,1.27,-0.10,13.92,14.30,,,-1.04,,2,14
MWI,1994,5.27,0.17,-0.07,16.09,13.49,,,7.09,,2,14
MYS,1994,8.14,4.31,3.53,16.82,18.36,,,11.59,,142,35
MYT,1994,,,,,,,,,,2,14
NAM,1994,5.51,1.29,-0.54,14.29,14.09,,,3.69,,2,18
NCL,1994,4.23,1.11,0.13,12.15,14.36,,,,,9,54
NER,1994,4.43,0.45,-1.12,16.02,13.68,,,2.18,,2,11
NFK,1994,,,,,,,,,,9,53
NGA,1994,9.19,2.90,2.08,18.48,17.66,,,9.01,,2,11
NIC,1994,5.53,1.35,0.12,15.32,14.75,,,5.99,,19,13
NIU,1994,,,-5.88,,,,,,,9,61
NLD,1994,9.31,5.92,4.41,16.55,18.92,,,9.63,,150,155
NOR,1994,8.72,4.82,4.63,15.28,17.24,,,8.75,,150,154
NPL,1994,4.66,1.40,-0.23,16.85,14.34,,,5.19,,142,34
NRU,1994,,,-3.65,,,,,,,9,57
NZL,1994,7.55,4.00,3.44,15.10,17.09,,,8.56,,9,53
OMN,1994,7.79,2.56,1.62,14.58,16.54,,,9.65,,142,145
PAK,1994,8.83,3.95,3.69,18.60,18.26,,,6.32,,142,34
PAN,1994,6.12,2.05,0.94,14.80,15.28,,,5.99,,19,13
PCN,1994,,,,,,,,,,9,61
PER,1994,7.66,3.78,2.42,16.98,16.96,,,9.62,,19,5
PHL,1994,7.40,4.16,3.20,18.04,17.82,,,8.42,,142,35
PLW,1994,1.73,-2.48,,9.73,11.61,,,,,9,57
PNG,1994,4.48,1.71,0.46,15.34,14.60,,,10.76,,9,54
POL,1994,8.87,4.69,4.65,17.47,19.63,,,10.14,,150,151
PRI,1994,8.31,3.68,2.75,15.11,,,,5.20,,19,29
PRK,1994,4.06,,3.15,16.88,,,,7.85,,142,30
PRT,1994,8.43,4.60,3.31,16.12,17.68,,,5.31,,150,39
PRY,1994,6.81,2.06,1.01,15.35,15.07,,,10.25,,19,5
PSE,1994,6.92,1.04,,14.68,,,,,,142,145
PYF,1994,3.75,1.26,-1.21,12.26,13.20,,,1.36,,9,61
QAT,1994,7.08,2.00,1.63,13.11,17.22,,,,,142,145
REU,1994,5.37,,0.00,,,,,,,2,14
ROU,1994,7.26,3.40,3.88,16.94,18.56,,,7.75,,150,151
RUS,1994,11.35,5.98,6.55,18.81,21.25,,,12.71,,150,151
RWA,1994,1.50,-0.28,-1.83,15.61,13.07,,,6.23,,2,14
SAU,1994,9.86,4.90,4.44,16.73,19.55,,,7.32,,142,145
SDN,1994,6.64,2.55,0.59,16.99,15.10,,,8.29,,2,15
SEN,1994,5.23,1.36,-0.12,15.95,15.18,,,3.26,,2,11
SGP,1994,6.32,4.30,2.96,15.04,18.00,,,6.62,,142,35
SGS,1994,,,,,,,,,,0,0
SHN,1994,,,-5.19,,,,,,,2,11
SJM,1994,,,,,,,,,,150,154
SLB,1994,0.39,-0.77,-3.58,12.76,11.94,,,2.48,,9,54
SLE,1994,1.77,-0.09,-1.57,15.17,12.76,,,8.31,,2,11
SLV,1994,6.02,2.09,0.88,15.53,15.30,,,4.38,,19,13
SMR,1994,3.71,,,10.15,,,,,,150,39
SOM,1994,3.63,,-1.44,15.65,9.31,,,5.30,,2,14
SPM,1994,1.49,,-3.27,,,,,,,19,21
SRB,1994,7.19,,,15.86,,,,,,150,39
STP,1994,,,-4.09,11.72,10.77,,,1.39,,2,17
SUR,1994,4.47,-0.50,0.50,12.99,14.59,,,8.68,,19,5
SVK,1994,7.35,3.00,3.18,15.49,17.51,,,5.66,,150,151
SVN,1994,6.32,,2.28,14.50,16.41,,,6.47,,150,39
SWE,1994,9.30,5.42,4.86,15.99,17.82,,,7.04,,150,154
SWZ,1994,4.29,0.35,-0.05,13.76,13.09,,,4.82,,2,18
SYC,1994,2.57,-0.72,-2.21,11.21,12.14,,,,,2,14
SYR,1994,8.25,2.31,1.76,16.45,17.70,,,2.17,,142,145
TCA,1994,,,-3.45,9.59,,,,,,19,29
TCD,1994,3.34,0.17,-2.60,15.73,11.54,,,3.00,,2,17
TGO,1994,4.40,-0.02,-0.66,15.25,13.63,,,8.76,,2,11
THA,1994,8.75,4.97,4.11,17.89,18.80,,,9.46,,142,35
TJK,1994,6.12,0.30,2.62,15.56,14.67,,,7.65,,142,143
TKL,1994,,,,,,,,,,9,61
TKM,1994,7.00,0.94,1.84,15.23,17.35,,,5.71,,142,143
TLS,1994,2.00,,,13.64,,,,,,142,35
TON,1994,0.62,-1.64,-3.68,11.47,11.43,,,1.36,,9,61
TTO,1994,6.17,1.60,1.21,14.04,16.80,,,1.59,,19,29
TUN,1994,7.43,2.75,1.73,15.99,16.58,,,1.25,,2,15
TUR,1994,8.80,4.87,4.14,17.87,18.87,,,7.92,,142,145
TUV,1994,,-4.52,,9.13,,,,,,9,61
TWN,1994,8.86,,4.64,,,,,,,0,0
TZA,1994,5.70,1.51,0.29,17.18,14.71,,,10.60,,2,14
UGA,1994,4.90,1.38,-0.20,16.80,13.54,,,9.73,,2,14
UKR,1994,9.14,3.96,5.13,17.77,19.92,,,8.96,,150,151
UMI,1994,0.17,,,,,,,,,0,0
URY,1994,6.97,2.86,1.55,14.98,15.22,,,6.00,,19,5
USA,1994,12.79,8.90,8.03,19.39,22.35,,,11.89,,19,21
UZB,1994,8.44,2.56,3.70,16.92,18.54,,,7.00,,142,143
VAT,1994,-0.99,,,,,,,,,150,39
VCT,1994,2.27,-1.41,,11.59,11.70,,,-4.61,,19,29
VEN,1994,9.21,4.03,4.01,16.89,18.68,,,10.42,,19,5
VGB,1994,2.80,,-3.24,,,,,,,19,29
VIR,1994,5.21,,-0.08,11.58,,,,,,19,29
VNM,1994,6.37,2.79,2.22,18.08,17.08,,,8.65,,142,35
VUT,1994,3.17,-1.52,-3.68,12.01,11.10,,,,,9,54
WLF,1994,,,,,,,,,,9,61
WSM,1994,,-1.51,-2.85,12.04,11.70,,,1.39,,9,61
YEM,1994,6.44,1.43,0.48,16.50,16.25,,,1.08,,142,145
ZAF,1994,9.46,4.91,5.04,17.46,19.64,,,8.00,,2,18
ZMB,1994,6.41,1.30,1.78,16.01,14.70,,,11.76,,2,14
ZWE,1994,6.78,1.93,2.10,16.26,16.69,,,6.74,,2,14
ABW,1993,4.51,,-0.77,11.19,14.39,,,,,19,29
AFG,1993,3.86,,-0.32,16.51,14.13,,,5.08,,142,34
AGO,1993,5.24,1.66,0.06,16.32,15.57,,,1.95,,2,17
AIA,1993,,,,,,,,,,19,29
ALA,1993,2.90,,,,,,,,,150,154
ALB,1993,2.64,0.21,0.55,14.99,14.67,,,6.40,,150,39
AND,1993,4.33,0.01,,11.02,,,,,,150,39
ANT,1993,4.98,,-0.29,,,,,,,19,29
ARE,1993,8.37,4.02,2.68,14.57,18.00,,,6.65,,142,145
ARG,1993,9.20,5.47,3.88,17.35,18.59,,,9.87,,19,5
ARM,1993,3.88,0.18,1.31,15.03,14.88,,,4.80,,142,145
ASM,1993,1.67,,-2.24,10.83,,,,,,9,61
ATA,1993,,,,,,,,,,0,0
ATF,1993,,,,,,,,,,0,0
ATG,1993,3.37,-0.78,-2.49,11.08,12.63,,,-2.41,,19,29
AUS,1993,9.21,5.74,4.97,16.69,19.44,,,10.11,,9,53
AUT,1993,7.29,5.25,3.83,15.88,17.86,,,6.92,,150,155
AZE,1993,6.61,1.38,2.66,15.83,17.71,,,5.10,,142,145
BDI,1993,3.57,-0.06,-1.99,15.61,12.70,,,4.57,,2,14
BEL,1993,9.26,5.42,4.17,16.13,18.49,,,6.31,,150,155
BEN,1993,4.16,0.82,-1.51,15.54,13.94,,,10.40,,2,11
BFA,1993,4.55,0.85,-1.66,16.07,13.35,,,5.30,,2,11
BGD,1993,6.80,3.50,2.02,18.55,16.67,,,9.23,,142,34
BGR,1993,6.65,2.38,3.41,15.95,18.04,,,5.38,,150,151
BHR,1993,5.93,1.65,1.33,13.19,16.57,,,6.21,,142,145
BHS,1993,4.41,1.13,0.06,12.51,14.35,,,4.79,,19,29
BIH,1993,1.80,,1.15,15.24,14.90,,,6.23,,150,39
BLM,1993,3.88,,,,,,,,,19,29
BLR,1993,7.14,2.79,3.51,16.14,18.13,,,10.63,,150,151
BLZ,1993,1.81,-0.58,-1.74,12.19,12.84,,,3.69,,19,13
BMU,1993,3.03,0.60,-0.79,10.98,13.08,,,1.37,,19,21
BOL,1993,7.01,1.75,0.70,15.80,15.90,,,12.01,,19,5
BRA,1993,10.26,6.08,5.48,18.88,19.26,,,13.81,,19,5
BRB,1993,4.73,0.72,-0.75,12.48,13.92,,,,,19,29
BRN,1993,5.64,1.41,0.33,12.54,15.48,,,9.35,,142,35
BTN,1993,,-1.45,-2.58,13.16,12.14,,,,,142,34
BVT,1993,,,,,,,,,,0,0
BWA,1993,4.78,1.43,0.11,14.22,15.07,,,5.99,32.9,2,18
CAF,1993,3.30,0.25,-2.43,14.97,12.32,,,10.73,,2,17
CAN,1993,11.02,6.35,6.12,17.18,19.92,,,11.09,,19,21
CCK,1993,,,,,,,,,,0,0
CHE,1993,7.72,5.57,3.87,15.75,17.52,,,7.62,,150,155
CHL,1993,7.77,3.86,2.98,16.44,17.36,,,6.94,,19,5
CHN,1993,10.18,6.09,6.61,20.89,21.78,,,11.21,,142,30
CIV,1993,5.74,2.40,0.56,16.42,15.59,,,11.63,,2,11
CMR,1993,5.36,2.61,0.84,16.39,15.18,,,10.92,,2,17
COD,1993,6.14,2.37,1.37,17.49,15.04,,,13.74,,2,17
COG,1993,5.00,0.65,-1.04,14.76,14.25,,,10.57,,2,17
COK,1993,,,-4.27,,,,,,,9,61
COL,1993,8.48,4.02,3.39,17.40,17.97,,,10.95,,19,5
COM,1993,,-1.33,-4.27,13.02,11.25,,,-6.19,,2,14
CPV,1993,2.58,-0.71,-2.79,12.82,11.54,,,,,2,11
CRI,1993,6.56,2.27,1.51,15.02,15.19,,,3.70,,19,13
CUB,1993,5.63,3.11,2.23,16.19,17.20,,,8.33,,19,29
CXR,1993,,,,,,,,,,0,0
CYM,1993,3.33,,-1.51,10.26,12.72,,,1.39,,19,29
CYP,1993,6.12,1.89,0.83,13.62,15.52,,,1.04,,142,145
CZE,1993,7.81,3.70,3.88,16.15,18.71,,,6.22,,150,151
DEU,1993,9.90,7.63,6.17,18.21,20.59,,,10.76,,150,155
DJI,1993,2.75,-0.76,-1.84,13.37,12.92,,,4.13,,2,14
DMA,1993,,-1.61,-3.58,11.17,11.04,,,1.37,,19,29
DNK,1993,7.64,4.96,3.43,15.46,17.86,,,8.05,,150,154
DOM,1993,6.40,2.56,1.31,15.85,16.28,,,6.46,,19,29
DZA,1993,8.72,3.91,2.64,17.14,18.23,,,5.14,,2,15
ECU,1993,7.41,2.94,1.71,16.21,17.00,,,6.89,,19,5
EGY,1993,9.09,3.84,3.76,17.91,18.35,,,7.64,,2,15
ERI,1993,3.02,-0.76,,14.96,,,,,69,2,14
ESH,1993,3.69,,-2.60,,,,,,,2,15
ESP,1993,9.84,6.26,4.90,17.48,19.21,,,8.78,,150,39
EST,1993,6.13,,1.75,14.22,16.75,,,9.48,,150,154
ETH,1993,4.79,2.18,0.26,17.79,14.92,,,5.94,,2,14
FIN,1993,9.12,4.49,4.15,15.44,17.74,,,6.50,,150,154
FJI,1993,1.74,0.49,-0.78,13.53,13.54,,,4.38,,9,54
FLK,1993,,,-4.68,,,,,,,19,5
FRA,1993,10.16,7.19,5.88,17.89,19.70,,,9.73,,150,155
FRO,1993,2.37,,-1.82,10.73,13.41,,,2.35,,150,154
FSM,1993,,-1.62,,11.55,,,,,,9,57
GAB,1993,6.13,1.48,-0.04,13.85,15.00,,,8.08,,2,17
GBR,1993,10.43,6.95,5.68,17.87,20.12,,,9.59,,150,154
GEO,1993,5.48,0.99,2.13,15.41,16.11,,,5.33,,142,145
GGY,1993,3.76,,,,,,,,,150,154
GHA,1993,6.33,1.79,1.76,16.58,15.36,,,9.35,,2,11
GIB,1993,1.89,,-2.63,,,,,,,150,39
GIN,1993,3.79,1.19,-0.75,15.78,13.91,,,10.68,,2,11
GLP,1993,4.83,,-0.14,,,,,,,19,29
GMB,1993,2.66,-0.28,-2.75,13.82,12.25,,,4.38,,2,11
GNB,1993,1.07,-1.44,-3.20,13.94,12.54,,,3.00,,2,11
GNQ,1993,3.87,-1.99,-4.09,12.94,11.54,,,2.08,,2,17
GRC,1993,7.62,4.69,3.52,16.16,18.14,,,7.67,,150,39
GRD,1993,,-1.39,-2.90,11.50,11.73,,,0.64,,19,29
GRL,1993,3.06,-0.08,-1.51,10.92,13.13,,,,,19,21
GTM,1993,6.02,2.43,0.93,16.10,15.55,,,8.43,,19,13
GUF,1993,4.04,,-0.94,,,,,,,19,5
GUM,1993,5.56,,0.38,11.85,,,,1.39,,9,57
GUY,1993,3.44,-0.82,-1.71,13.49,13.87,,,9.52,,19,5
HKG,1993,6.60,4.79,3.24,15.59,17.37,,,5.56,,142,30
HMD,1993,,,,,,,,,,0,0
HND,1993,5.91,1.25,0.53,15.49,14.86,,,8.69,,19,13
HRV,1993,6.30,,2.29,15.35,16.61,,,5.66,,150,39
HTI,1993,3.90,0.59,-1.09,15.83,13.41,,,1.37,,19,29
HUN,1993,7.53,3.69,3.38,16.15,17.94,,,6.98,,150,151
IDN,1993,8.64,5.06,3.86,19.07,19.20,,,13.67,,142,35
IMN,1993,3.32,,,11.18,,,,,,150,154
IND,1993,9.87,5.65,5.62,20.64,20.52,,,10.70,45.3,142,34
IOT,1993,2.41,,,,,,,,,0,0
IRL,1993,7.01,3.96,2.62,15.09,17.26,,,9.23,,150,154
IRN,1993,9.68,4.10,4.13,17.89,19.29,,,7.93,,142,34
IRQ,1993,8.37,,3.16,16.76,18.02,,,8.10,,142,145
ISL,1993,6.34,1.84,1.47,12.48,14.50,,,9.78,,150,154
ISR,1993,8.09,4.19,3.14,15.48,17.63,,,7.00,,142,145
ITA,1993,10.15,6.97,5.43,17.86,19.84,,,8.36,,150,39
JAM,1993,6.08,1.59,1.28,14.71,15.95,,,4.43,24.4,19,29
JEY,1993,3.59,,,,,,,,,150,154
JOR,1993,6.81,1.72,1.43,15.18,16.31,,,-4.92,,142,145
JPN,1993,10.68,8.39,6.70,18.64,20.83,,,10.93,,142,30
KAZ,1993,8.70,3.15,4.37,16.61,19.21,,,9.19,,142,143
KEN,1993,5.88,1.75,1.19,17.07,15.66,,,7.76,,2,14
KGZ,1993,6.11,0.71,2.11,15.32,15.93,,,6.15,,142,143
KHM,1993,3.49,0.93,-1.83,16.12,13.07,,,,,142,35
KIR,1993,,-3.02,-5.03,11.23,10.00,,,1.39,,9,57
KNA,1993,2.47,-1.62,-2.81,10.64,11.34,,,-4.33,,19,29
KOR,1993,8.98,5.97,4.84,17.60,19.59,,,8.90,,142,30
KWT,1993,7.51,3.18,2.88,,,,,6.13,,142,145
LAO,1993,3.51,0.28,-1.24,15.35,12.54,,,9.83,,142,35
LBN,1993,6.06,2.02,1.40,14.88,16.27,,,1.08,,142,145
LBR,1993,,-1.83,-1.35,14.51,12.68,,,5.10,,2,11
LBY,1993,8.29,3.42,2.58,15.36,17.48,,,5.43,,2,15
LCA,1993,3.42,-0.71,-1.90,11.87,12.33,,,,,19,29
LIE,1993,2.32,0.51,,10.31,,,,,,150,155
LKA,1993,6.05,2.34,1.17,16.69,15.43,,,6.77,,142,34
LSO,1993,3.57,-0.33,-1.27,14.34,,,,3.86,,2,18
LTU,1993,6.16,2.00,2.20,15.12,16.68,,,8.69,,150,154
LUX,1993,5.76,2.81,1.48,12.89,16.19,,,2.16,,150,155
LVA,1993,5.81,1.50,1.64,14.76,16.31,,,8.51,,150,154
MAC,1993,1.90,1.66,0.13,12.86,13.99,,,,,142,30
MAF,1993,2.88,,,10.41,,,,,,19,29
MAR,1993,7.45,3.41,2.32,17.09,17.16,,,2.86,,2,15
MCO,1993,2.52,0.95,,10.31,,,,,,150,155
MDA,1993,5.65,0.86,,15.12,16.56,,,3.11,,150,151
MDG,1993,3.95,1.22,-0.62,16.35,13.88,,,9.75,,2,14
MDV,1993,,-1.13,-3.34,12.40,12.28,,,1.37,,142,34
MEX,1993,9.93,6.22,4.72,18.33,19.62,,,10.78,,19,13
MHL,1993,,-2.31,,10.82,11.04,,,,,9,57
MKD,1993,5.39,0.94,1.59,14.49,16.15,,,4.13,,150,39
MLI,1993,4.55,0.99,-1.30,16.03,13.03,,,9.49,,2,11
MLT,1993,5.47,1.00,0.25,12.81,14.80,,,0.49,,150,39
MMR,1993,5.47,,0.72,17.59,15.49,,,13.59,,142,35
MNE,1993,3.76,,,13.32,,,,,,150,39
MNG,1993,5.00,-0.26,0.78,14.63,16.05,,,10.40,,142,30
MNP,1993,4.32,,,10.86,,,,,,9,57
MOZ,1993,4.79,0.71,0.08,16.51,13.89,,,9.57,,2,14
MRT,1993,4.00,0.22,-2.05,14.60,14.90,,,4.79,,2,11
MSR,1993,,,-4.27,,,,,,,19,29
MTQ,1993,4.82,,-0.29,,,,,,,19,29
MUS,1993,4.67,1.18,-0.14,13.91,14.39,,,-1.65,,2,14
MWI,1993,4.87,0.73,-0.12,16.09,13.45,,,7.09,,2,14
MYS,1993,7.91,4.20,3.36,16.80,18.33,,,11.68,,142,35
MYT,1993,,,,,,,,,,2,14
NAM,1993,5.23,1.17,-0.28,14.26,13.96,,,3.69,69.3,2,18
NCL,1993,4.04,1.12,0.04,12.13,14.39,,,,,9,54
NER,1993,4.32,0.47,-1.10,15.98,13.69,,,1.90,,2,11
NFK,1993,,,,,,,,,,9,53
NGA,1993,9.33,2.76,2.11,18.45,17.91,,,9.01,,2,11
NIC,1993,5.40,0.56,0.15,15.30,14.65,,,5.99,,19,13
NIU,1993,,,-5.88,,,,,,,9,61
NLD,1993,9.13,5.85,4.38,16.54,18.92,,,9.62,,150,155
NOR,1993,8.78,4.77,4.62,15.28,17.28,,,8.78,,150,154
NPL,1993,4.24,1.30,-0.29,16.83,14.20,,,5.19,,142,34
NRU,1993,,,-3.65,,,,,,,9,57
NZL,1993,7.37,3.83,3.41,15.09,17.11,,,8.60,,9,53
OMN,1993,7.67,2.53,1.56,14.54,16.42,,,9.63,,142,145
PAK,1993,8.64,3.94,3.51,18.57,18.17,,,6.56,,142,34
PAN,1993,5.97,1.98,0.93,14.78,15.19,,,5.99,,19,13
PCN,1993,,,,,,,,,,9,61
